GP,Ortg,usg,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TPM,TP_per,stl_per,ftr,porpag,bpm,gbpm,blk,pts,height_cm,Height_Impact,REB_per,FT_efficiency
19,59.6,18.3,0.8,9.3,1.5,27.9,0.667,0.286,5,0.263,1.3,7.5,-0.697134,-11.4353,-11.8298,0.1053,1.5263,190.5,-2178.42465,10.100000000000001,5.0025
14,88.2,16.3,4.8,8.3,7.8,26.7,1.0,0.429,5,0.333,2.5,9.1,-0.0589445,-2.89694,-3.30662,0.0,1.6429,195.58,-566.5835252,13.100000000000001,9.1
30,102.8,27.7,10.9,15.0,3.6,14.0,0.643,0.475,0,0.0,1.0,84.0,1.72126,-5.53587,-2.37869,0.2,9.9333,195.58,-1082.7054546000002,25.9,54.012
29,107.6,18.8,0.7,3.5,9.4,17.1,0.778,0.409,42,0.416,1.1,31.0,1.08154,-2.79758,0.472332,0.0323,6.7419,185.42000000000002,-518.7272836000001,4.2,24.118000000000002
25,96.1,21.8,12.3,18.1,3.9,24.2,0.682,0.52,0,0.0,2.4,29.3,0.702298,1.03586,0.038214,0.48,3.72,208.28,215.7489208,30.400000000000002,19.9826
16,90.7,13.2,2.6,2.5,7.8,29.4,0.5,0.333,8,0.381,1.3,7.4,-0.273202,-4.45418,-5.54399,0.125,1.8125,193.04,-859.8349072,5.1,3.7
31,101.3,7.7,3.8,5.3,5.0,16.0,0.636,0.355,6,0.4,2.3,47.8,0.0693886,1.71137,-0.677262,0.0645,1.7419,190.5,326.015985,9.1,30.4008
33,115.8,19.0,12.0,20.6,14.1,17.5,0.788,0.532,16,0.32,2.7,45.0,2.09509,5.15343,3.97945,0.8182,7.9697,203.2,1047.176976,32.6,35.46
29,99.0,19.1,2.5,8.6,19.1,18.0,0.776,0.435,40,0.364,3.0,30.7,1.51843,-1.64583,-1.25891,0.0345,9.1724,175.26,-288.44816579999997,11.1,23.8232
31,101.3,24.4,13.6,26.0,9.5,22.7,0.76,0.469,0,0.0,1.6,61.1,1.99712,1.63653,1.39373,0.6452,9.4839,203.2,332.542896,39.6,46.436
31,100.5,22.0,8.8,21.5,8.8,22.7,0.701,0.556,4,0.235,1.9,46.3,1.76517,-1.66471,-2.37042,1.1613,13.4839,205.74,-342.4974354,30.3,32.4563
26,70.7,13.3,2.1,9.6,28.8,43.4,0.692,0.063,2,0.2,1.1,100.0,-1.12068,-9.16878,-8.5372,0.0,1.2143,180.34,-1653.4977852,11.7,69.19999999999999
25,88.7,14.8,1.7,5.6,7.9,19.7,1.0,0.267,7,0.333,2.1,11.1,-0.027956,-3.1258,-4.23857,0.04,1.32,195.58,-611.343964,7.3,11.1
26,94.6,15.3,7.2,13.4,7.2,20.3,0.476,0.54,0,0.0,1.0,66.7,-0.24017,-1.37931,-2.50699,1.0,6.7692,205.74,-283.7792394,20.6,31.7492
30,87.6,9.6,6.3,13.9,8.0,18.4,0.143,0.424,2,0.182,1.6,15.9,-0.514335,0.434782,-1.46355,0.5161,1.2903,205.74,89.45204868,20.2,2.2737
36,109.4,15.3,6.7,11.6,6.7,16.0,0.727,0.571,3,0.15,3.3,42.3,0.918177,2.69345,2.58987,0.0556,3.8056,195.58,526.784951,18.3,30.7521
7,86.5,12.5,11.2,13.8,10.1,8.9,1.0,0.143,0,0.0,2.2,44.4,-0.158535,-2.33342,-2.30897,0.0,0.8571,195.58,-456.3702836,25.0,44.4
35,106.8,19.5,5.7,11.3,6.9,16.6,0.726,0.571,38,0.339,3.1,40.1,1.59292,4.47065,3.32563,0.2,7.0571,195.58,874.369727,17.0,29.1126
23,77.3,11.8,6.9,15.7,0.0,29.6,0.481,0.426,0,0.0,0.5,57.4,-0.955655,-4.98669,-5.03575,1.087,2.3043,208.28,-1038.6277932,22.6,27.609399999999997
33,98.2,21.5,1.0,6.9,29.1,23.4,0.766,0.467,51,0.317,1.2,30.0,1.18233,-4.89974,-4.94984,0.1212,11.1212,185.42000000000002,-908.5097908000001,7.9,22.98
28,108.8,17.2,0.7,9.2,12.9,22.4,0.795,0.483,69,0.431,1.5,38.1,1.61077,-2.68885,-2.34332,0.1071,11.75,182.88,-491.73688799999996,9.899999999999999,30.289500000000004
7,93.3,28.1,12.6,19.2,8.6,18.6,0.833,0.333,1,0.5,1.3,30.0,0.238699,2.02467,-1.41613,0.7143,2.8571,205.74,416.5556058,31.799999999999997,24.99
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.327433,-5.54283,-9.5769,0.0,0.0,177.8,-985.5151740000001,0.0,0.0
20,87.9,13.6,9.7,7.1,6.9,25.1,0.25,0.467,0,0.0,0.4,13.3,-0.194205,-4.2262,-4.3555,0.3,1.45,205.74,-869.4983880000001,16.799999999999997,3.325
16,56.8,14.3,4.4,20.1,4.5,36.9,0.5,0.375,1,0.143,1.5,13.3,-0.57506,-2.53663,-4.89889,0.25,0.625,203.2,-515.443216,24.5,6.65
33,104.0,20.0,11.9,18.3,6.8,16.8,0.535,0.521,0,0.0,1.2,29.7,1.51691,0.64363,0.679664,0.7879,8.6061,205.74,132.4204362,30.200000000000003,15.8895
22,75.7,16.1,3.5,16.7,2.8,32.5,0.429,0.519,0,0.0,1.7,25.9,-0.29206,-5.17673,-5.78197,0.3182,1.4091,203.2,-1051.9115359999998,20.2,11.111099999999999
7,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.349719,-14.1494,-15.7647,0.0,0.0,182.88,-2587.642272,0.0,0.0
18,108.5,9.7,10.7,21.7,2.2,12.2,0.583,0.4,0,0.0,2.0,80.0,0.0412699,-1.18971,-2.74668,0.3,1.25,203.2,-241.74907199999998,32.4,46.64
27,97.7,15.9,2.2,9.0,24.3,25.2,0.517,0.395,35,0.372,2.8,21.2,0.12179,-4.28944,-3.78434,0.0333,6.2333,185.42000000000002,-795.3479648,11.2,10.9604
28,83.0,19.2,0.4,6.5,25.7,34.7,0.69,0.455,13,0.302,2.1,59.2,-0.268489,-8.05026,-7.20175,0.0357,4.6071,185.42000000000002,-1492.6792092,6.9,40.848
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.327288,-2.82177,-5.02218,0.0,0.0,177.8,-501.710706,0.0,0.0
24,100.4,19.1,6.7,23.6,11.7,18.3,0.667,0.534,9,0.3,1.4,20.5,0.401754,-2.29121,-2.35955,0.4231,4.0769,203.2,-465.573872,30.3,13.6735
30,92.3,24.6,4.2,11.6,24.0,22.7,0.649,0.389,43,0.314,2.8,27.3,0.740346,0.195136,0.34571,0.1,7.4,182.88,35.68647168,15.8,17.7177
32,91.3,22.4,2.5,9.9,26.7,21.7,0.517,0.471,9,0.231,2.3,52.2,0.423054,-3.12559,-2.11899,0.0938,8.4062,187.96,-587.4858964,12.4,26.9874
17,95.9,22.2,6.6,6.6,12.0,17.1,0.81,0.438,8,0.286,2.0,27.6,0.514735,-2.59942,-2.95166,0.1765,4.8824,187.96,-488.58698319999996,13.2,22.356
31,80.1,23.2,0.9,10.1,25.5,21.8,0.676,0.349,22,0.253,3.6,23.5,-0.426081,-2.31756,-3.90572,0.0606,8.2424,190.5,-441.49517999999995,11.0,15.886000000000001
17,59.3,24.7,5.2,5.5,9.2,19.7,0.75,0.143,3,0.167,3.9,16.0,-0.276188,-11.2502,-11.1463,0.0,0.8235,177.8,-2000.28556,10.7,12.0
20,70.5,20.5,2.1,7.7,20.3,38.5,0.75,0.345,8,0.364,0.9,26.0,-0.983122,-10.4975,-8.63251,0.0,3.85,180.34,-1893.1191500000002,9.8,19.5
11,144.6,16.1,10.0,20.6,24.0,0.0,0.75,0.667,0,0.0,0.0,100.0,0.32506,2.29858,0.759629,0.0,0.5385,190.5,437.87949,30.6,75.0
31,76.4,19.3,6.2,11.6,7.5,25.9,0.643,0.367,1,0.083,1.6,30.8,-0.213702,-2.15585,-2.91053,0.3871,2.5484,203.2,-438.06872,17.8,19.8044
28,95.9,17.0,4.2,10.0,11.2,11.8,0.72,0.42,38,0.302,1.8,12.1,0.781678,-2.51411,-2.44747,0.0357,7.1429,195.58,-491.70963380000006,14.2,8.712
6,162.0,15.2,20.2,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.205645,-1.83581,6.4814,0.0,0.5,195.58,-359.04771980000004,20.2,0.0
33,77.6,19.1,4.8,11.2,20.2,25.5,0.548,0.31,10,0.208,3.4,29.2,-0.319523,-0.553259,-2.1539,0.2424,2.5152,198.12,-109.61167307999999,16.0,16.0016
8,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.430591,-6.94145,-16.8004,0.0,0.0,195.58,-1357.608791,0.0,0.0
33,101.4,18.0,6.0,17.0,7.4,15.9,0.628,0.509,33,0.371,1.1,38.8,1.06104,0.954234,0.825328,0.9697,7.9394,205.74,196.32410316000002,23.0,24.3664
14,80.1,15.5,8.0,13.1,0.0,38.7,0.333,0.667,0,0.0,0.0,50.0,-0.108624,-6.72377,-9.48959,0.2857,0.6429,203.2,-1366.2700639999998,21.1,16.650000000000002
4,72.0,15.6,7.2,15.3,0.0,23.8,0.0,0.0,1,0.5,3.7,0.0,-0.23896,-8.87626,-8.24756,0.0,0.75,195.58,-1736.0189308000001,22.5,0.0
29,87.6,18.7,1.0,7.8,20.1,23.5,0.667,0.443,16,0.281,2.7,21.3,-0.0671599,-4.9469,-3.97344,0.1379,4.4138,185.42000000000002,-917.2541980000001,8.8,14.2071
21,90.9,22.0,12.1,13.6,3.9,24.1,0.688,0.444,1,0.25,1.6,51.6,0.133602,-7.61312,-6.54599,0.0,1.8095,193.04,-1469.6366848,25.7,35.5008
26,85.1,10.7,8.8,13.9,0.0,21.6,0.333,0.423,0,0.0,1.2,34.6,-0.301623,-1.13926,-5.03379,0.9615,0.9615,208.28,-237.2850728,22.700000000000003,11.5218
30,119.0,15.0,1.1,8.9,14.0,18.8,0.725,0.53,52,0.426,1.5,21.5,3.08295,3.66102,3.71218,0.2667,10.5,195.58,716.0222916000001,10.0,15.5875
3,42.9,29.8,7.4,14.1,26.4,25.1,0.0,1.0,0,0.0,0.0,0.0,-0.701059,-14.1318,-18.6191,0.25,1.0,193.04,-2728.002672,21.5,0.0
3,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.306447,-14.3269,-22.6118,0.0,0.0,187.96,-2692.884124,0.0,0.0
25,88.4,21.7,14.1,21.3,4.8,26.2,0.441,0.518,0,0.0,0.5,60.7,0.034305,-8.22225,-4.94739,0.2222,3.2222,200.66,-1649.8766850000002,35.4,26.768700000000003
27,99.6,16.4,0.9,9.5,6.7,18.9,0.833,0.476,21,0.389,2.0,8.0,0.417099,2.08486,1.25204,0.0,3.2593,190.5,397.16582999999997,10.4,6.664
30,96.3,19.7,9.8,19.9,7.0,18.0,0.729,0.495,29,0.264,1.6,23.4,0.802483,-0.627277,-1.18344,0.2581,7.0968,200.66,-125.86940281999999,29.7,17.0586
20,81.0,18.4,2.9,9.9,2.6,21.3,0.6,0.357,10,0.294,1.6,10.4,-0.159982,-9.34497,-7.39357,0.05,2.15,195.58,-1827.6892326000002,12.8,6.24
19,102.3,18.6,10.4,15.9,7.9,25.0,0.25,0.615,3,0.429,0.8,20.0,0.217718,-0.40116,-5.4393,0.0526,1.3684,213.36,-85.59149760000001,26.3,5.0
10,94.3,20.4,5.8,15.7,5.1,7.6,0.5,0.375,1,0.333,0.0,72.7,0.173908,-6.29107,-2.95652,0.0,1.3,200.66,-1262.3661062,21.5,36.35
27,79.8,16.6,10.4,17.3,1.4,27.9,0.419,0.452,0,0.0,1.0,36.9,-0.407855,0.0601101,-1.08116,1.8889,3.2963,203.2,12.214372319999999,27.700000000000003,15.461099999999998
17,106.6,12.8,6.8,7.3,7.2,18.9,0.4,0.609,0,0.0,0.0,43.5,0.312235,-1.90037,-3.50746,0.2353,1.8824,205.74,-390.9821238,14.1,17.400000000000002
34,101.6,17.4,6.6,16.3,9.1,22.6,0.662,0.538,10,0.303,1.7,58.4,1.25188,2.8758,1.98202,0.1765,5.7353,195.58,562.448964,22.9,38.6608
12,97.2,31.9,0.0,7.3,13.4,11.3,1.0,1.0,0,0.0,0.0,71.4,0.107932,-10.7811,-9.56268,0.0,0.75,193.04,-2081.183544,7.3,71.4
21,57.4,12.2,3.6,7.6,10.9,41.4,0.25,0.2,2,0.333,2.3,25.0,-0.719401,-7.07661,-8.24757,0.0,0.5238,195.58,-1384.0433838,11.2,6.25
33,108.1,18.8,7.9,12.0,11.3,18.4,0.771,0.511,19,0.333,2.3,32.2,1.26128,4.31712,3.48287,0.7576,5.697,210.82,910.1352383999999,19.9,24.826200000000004
23,109.5,17.9,6.0,11.9,19.5,20.2,0.833,0.462,24,0.338,2.3,47.6,1.81625,1.74415,-0.208946,0.2174,9.6957,180.34,314.54001100000005,17.9,39.6508
29,92.0,13.4,4.0,11.6,7.7,28.5,0.8,0.6,13,0.333,0.6,8.5,-0.134364,-5.06594,-4.50649,0.0,2.3103,190.5,-965.0615700000001,15.6,6.800000000000001
30,102.3,19.1,2.0,7.2,12.5,20.9,0.838,0.338,78,0.379,1.7,23.8,1.5051,-0.478987,0.247493,0.0667,11.5,187.96,-90.03039652,9.2,19.944399999999998
29,91.7,16.3,2.3,7.4,8.2,20.4,0.579,0.462,13,0.317,1.6,35.2,0.108852,-1.14958,-1.1634,0.069,2.1379,198.12,-227.7547896,9.7,20.3808
10,127.1,16.1,3.6,6.8,3.1,5.8,0.571,0.25,7,0.5,0.9,38.9,0.926181,2.3743,5.25679,0.0,2.7,177.8,422.15054,10.4,22.211899999999996
32,113.0,19.5,4.2,10.9,16.3,16.8,0.904,0.442,52,0.403,1.7,32.2,3.70941,5.45315,4.52571,0.3125,10.7812,195.58,1066.527077,15.100000000000001,29.108800000000002
27,84.5,16.9,2.4,4.8,15.3,21.2,0.738,0.354,17,0.254,0.8,36.5,-0.358883,-5.97054,-6.44831,0.1111,4.2963,198.12,-1182.8833848,7.199999999999999,26.937
40,107.9,22.1,2.4,5.9,19.1,20.2,0.774,0.51,49,0.383,1.7,38.0,2.47804,3.61792,3.73533,0.0,9.575,187.96,680.0242432,8.3,29.412
6,105.8,11.8,17.4,15.0,0.0,0.0,0.0,0.333,0,0.0,0.0,0.0,0.0606856,-3.54393,-1.47471,0.1667,0.3333,205.74,-729.1281582,32.4,0.0
26,81.1,15.8,7.5,17.0,1.5,28.7,0.519,0.491,0,0.0,0.8,48.2,-0.44452,-8.90422,-8.88663,0.0714,2.5714,203.2,-1809.337504,24.5,25.015800000000002
31,112.1,17.0,3.3,13.8,9.6,14.1,0.826,0.46,59,0.386,1.7,22.7,1.54036,1.85731,2.07818,0.1935,8.4194,203.2,377.405392,17.1,18.7502
26,108.9,14.9,10.9,12.3,1.8,14.7,0.773,0.475,0,0.0,0.8,55.0,0.394058,-0.676181,-0.821194,0.7692,2.1154,213.36,-144.26997816000002,23.200000000000003,42.515
37,97.2,19.7,10.3,15.1,2.9,19.3,0.568,0.504,2,0.25,3.2,49.7,0.705084,0.661673,1.34106,0.5946,5.1351,203.2,134.4519536,25.4,28.229599999999998
2,124.1,16.5,3.3,6.9,7.6,0.0,0.0,0.2,4,0.667,1.8,18.2,2.56302,-0.689309,7.48197,0.0,7.0,195.58,-134.81505422,10.2,0.0
23,95.4,22.7,1.4,8.0,30.5,17.5,0.769,0.398,14,0.304,1.5,23.8,1.28696,-0.359841,0.986244,0.0,7.2174,185.42000000000002,-66.72171822000001,9.4,18.302200000000003
30,85.8,18.5,3.8,11.4,8.1,22.9,0.614,0.413,25,0.313,2.2,30.8,-0.140088,-5.14485,-4.25902,0.2667,5.1333,200.66,-1032.365601,15.2,18.9112
40,111.7,21.8,3.7,11.0,10.8,15.9,0.706,0.47,82,0.349,1.4,39.3,3.736,4.71558,5.06622,0.2,14.325,198.12,934.2507096,14.7,27.745799999999996
25,74.3,8.4,3.4,8.3,1.9,15.5,1.0,0.2,5,0.278,0.8,6.1,-0.744236,-4.7085,-5.61599,0.36,0.92,208.28,-980.68638,11.700000000000001,6.1
8,0.0,7.8,0.0,60.9,0.0,0.0,0.0,0.0,0,0.0,6.4,0.0,-0.340534,-4.65838,-5.94151,0.125,0.0,182.88,-851.9245344,60.9,0.0
31,94.9,17.0,3.2,10.1,17.1,19.2,0.703,0.432,32,0.274,1.6,31.2,0.509349,-1.61616,-2.13175,0.0968,7.0,195.58,-316.0885728,13.3,21.9336
18,79.1,18.3,6.1,15.1,1.5,19.0,0.667,0.0,9,0.29,0.5,8.6,-0.248453,-7.34447,-6.50025,0.05,1.8,205.74,-1511.0512578,21.2,5.7362
7,34.4,4.8,6.0,5.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.605869,-10.779,-11.6119,0.0,0.0,195.58,-2108.15682,11.9,0.0
34,100.6,14.5,1.9,5.9,9.1,16.8,0.571,0.348,66,0.377,1.3,17.4,1.17319,0.558784,0.0974351,0.0588,7.8824,190.5,106.44835199999999,7.800000000000001,9.935399999999998
15,117.7,23.1,11.5,14.6,4.6,4.6,0.857,0.478,0,0.0,0.0,30.4,0.43888,-2.9112,-1.40959,0.0667,1.8667,208.28,-606.344736,26.1,26.052799999999998
28,90.4,17.7,4.4,9.1,23.1,25.9,0.548,0.443,14,0.326,5.0,56.4,0.430457,3.56384,2.05294,0.3929,7.1786,190.5,678.91152,13.5,30.907200000000003
7,0.0,7.2,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,7.2,0.0,-0.35123,-4.68216,-12.0631,0.0,0.0,187.96,-880.0587936,0.0,0.0
25,88.3,14.1,3.1,11.4,14.6,13.3,0.6,0.182,10,0.263,1.6,20.4,-0.139395,-3.12111,-3.49366,0.0,1.6,193.04,-602.4990743999999,14.5,12.239999999999998
22,126.0,14.1,0.5,2.9,7.4,8.3,1.0,0.0,24,0.462,2.3,3.4,0.8076,0.563969,2.66326,0.0,3.3636,195.58,110.30105702000002,3.4,3.4
8,54.2,18.5,0.0,0.0,13.8,23.8,0.0,0.5,0,0.0,0.0,0.0,-0.18942,-18.8778,-15.6865,0.0,0.25,177.8,-3356.4728400000004,0.0,0.0
32,106.5,20.6,8.5,19.7,8.4,16.0,0.636,0.515,21,0.313,2.9,69.4,1.89048,2.59218,2.52744,0.7188,12.0,195.58,506.97856440000004,28.2,44.138400000000004
10,50.9,12.5,0.0,11.8,8.6,46.4,0.0,0.5,0,0.0,0.0,0.0,-0.285562,-7.58012,-7.95374,0.1,0.2,203.2,-1540.280384,11.8,0.0
27,70.5,16.1,5.8,11.2,13.3,22.6,0.714,0.222,10,0.208,0.9,9.3,-0.858343,-8.89318,-9.98805,0.1379,1.931,193.04,-1716.7394671999998,17.0,6.6402
33,90.6,16.6,8.4,11.2,3.9,16.0,0.37,0.485,0,0.0,1.5,53.5,0.126726,-1.4662,-2.35128,0.3939,3.5758,203.2,-297.93183999999997,19.6,19.794999999999998
28,82.7,30.5,4.3,10.0,20.3,25.6,0.665,0.395,1,0.1,2.8,69.0,0.103864,-5.53144,-5.77061,0.4643,12.3571,193.04,-1067.7891776,14.3,45.885000000000005
20,81.3,15.8,10.9,13.5,5.6,14.9,0.333,0.389,0,0.0,4.1,60.0,-0.135813,-3.82683,-2.00257,0.1,0.9,195.58,-748.4514114000001,24.4,19.98
16,90.2,15.6,4.3,4.3,10.8,23.3,0.0,0.167,6,0.375,0.7,0.0,-0.053899,-7.82531,-5.88229,0.0625,1.25,198.12,-1550.3504172,8.6,0.0
3,206.3,14.1,15.8,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,200.0,0.81509,0.95863,10.3456,0.0,1.3333,190.5,182.619015,15.8,200.0
32,88.3,11.0,1.2,11.8,8.6,25.8,0.7,0.449,23,0.371,1.5,18.0,-0.606028,-1.03386,-1.7434,0.5,3.9688,193.04,-199.57633439999998,13.0,12.6
35,100.2,21.2,8.0,23.0,20.8,18.9,0.735,0.447,8,0.211,3.4,39.9,2.41735,8.05055,6.50598,0.8857,9.6571,205.74,1656.3201569999999,31.0,29.3265
31,113.9,11.7,14.9,15.8,7.5,15.0,0.528,0.475,0,0.0,1.0,45.0,0.73022,4.35081,2.30002,1.4839,3.0645,203.2,884.0845919999999,30.700000000000003,23.76
4,300.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.46999,2.2503,8.20222,0.0,0.75,195.58,440.11367400000006,0.0,0.0
29,106.8,11.4,10.8,16.9,2.3,17.4,0.435,0.576,0,0.0,0.5,69.7,0.140393,-3.35088,-4.01414,0.4138,1.6552,205.74,-689.4100512,27.7,30.3195
32,109.3,23.0,7.3,23.1,20.1,20.5,0.758,0.5,40,0.367,2.0,43.2,2.67912,9.57175,8.27618,1.6667,9.8788,210.82,2017.916335,30.400000000000002,32.7456
25,101.0,18.4,4.0,11.5,7.2,17.3,0.6,0.375,9,0.429,3.2,44.4,0.383301,2.72794,2.19014,0.12,2.28,195.58,533.5305052,15.5,26.639999999999997
29,89.1,22.5,2.8,9.4,31.5,31.8,0.67,0.407,25,0.424,2.2,56.2,0.620468,-3.30318,-2.9177,0.0345,8.8966,180.34,-595.6954812,12.2,37.654
9,79.0,5.8,0.0,28.7,6.7,37.4,0.0,0.5,0,0.0,0.0,0.0,-0.247821,1.76281,0.00436678,0.2222,0.2222,213.36,376.1131416,28.7,0.0
9,167.1,11.7,0.0,0.0,0.0,0.0,1.0,0.0,2,0.667,0.0,50.0,0.355693,-1.46493,3.41149,0.0,0.8889,187.96,-275.34824280000004,0.0,50.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.321753,-3.91808,-8.14603,0.0,0.0,195.58,-766.2980864,0.0,0.0
25,75.6,13.8,6.3,12.3,6.0,27.7,0.765,0.308,1,0.333,1.7,30.9,-0.785537,-7.9148,-6.10499,0.2,1.92,200.66,-1588.1837679999999,18.6,23.6385
30,102.6,18.3,1.8,9.9,10.2,13.3,0.795,0.4,34,0.312,2.2,36.7,0.987922,-1.34199,-1.44575,0.2333,7.7333,185.42000000000002,-248.83178580000003,11.700000000000001,29.176500000000004
7,0.0,4.3,0.0,12.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.447997,-9.0485,-15.3414,0.0,1.2222,198.12,-1792.68882,12.5,0.0
25,86.1,27.7,1.2,10.9,33.6,29.3,0.69,0.477,7,0.179,3.3,67.0,0.769319,-6.05961,-4.6371,0.24,10.0,182.88,-1108.1814768,12.1,46.23
27,77.2,25.6,3.8,10.1,27.8,28.2,0.553,0.394,5,0.238,3.0,48.1,-0.115648,-4.81369,-5.34424,0.1852,6.1111,187.96,-904.7811724000001,13.899999999999999,26.599300000000003
30,102.1,20.5,1.2,4.9,7.1,19.5,0.56,0.381,46,0.455,2.2,17.5,0.686315,-4.18479,-0.534275,0.0,6.1333,180.34,-754.6850285999999,6.1000000000000005,9.8
14,76.9,15.6,4.8,10.0,6.0,26.2,0.588,0.321,0,0.0,0.8,60.7,-0.439992,-3.42424,-5.72159,0.5714,2.0,203.2,-695.805568,14.8,35.6916
10,120.3,14.7,3.9,19.7,2.8,25.6,0.8,0.714,1,0.5,0.9,111.1,0.503993,2.24053,3.85561,0.2,2.1,200.66,449.5847498,23.599999999999998,88.88
28,96.3,19.7,1.4,8.2,35.4,25.3,0.742,0.374,22,0.367,1.0,20.5,0.686367,-6.08502,-3.9034,0.0714,5.6071,185.42000000000002,-1128.2844084,9.6,15.211
32,100.4,20.7,5.7,11.5,5.4,18.0,0.62,0.589,14,0.255,2.1,46.9,0.965756,-1.17934,-0.697841,0.25,8.2812,195.58,-230.6553172,17.2,29.078
33,83.0,15.5,4.1,9.0,13.1,13.4,0.667,0.219,15,0.242,1.7,12.8,-0.304227,-3.55468,-4.18172,0.1515,2.0303,193.04,-686.1954271999999,13.1,8.537600000000001
17,119.0,14.9,16.6,8.0,4.6,19.1,0.75,0.667,0,0.0,0.0,57.1,0.226705,1.07367,-1.2054,0.0,0.6471,200.66,215.4426222,24.6,42.825
16,18.9,13.0,0.0,16.0,15.9,50.7,0.0,0.0,0,0.0,0.0,0.0,-0.526157,-10.2663,-13.4421,0.0,0.0,195.58,-2007.882954,16.0,0.0
7,162.0,10.9,0.0,20.3,0.0,0.0,0.0,0.5,1,1.0,0.0,0.0,0.351106,-0.562476,9.34691,0.0,0.7143,185.42000000000002,-104.29429992,20.3,0.0
27,89.9,21.7,3.4,14.3,15.3,21.8,0.565,0.464,10,0.25,2.7,39.3,0.182872,-4.09628,-4.18261,0.4074,11.4444,190.5,-780.3413400000001,17.7,22.204499999999996
26,70.2,16.9,2.8,7.9,20.1,29.8,0.375,0.19,2,0.4,1.3,92.3,-0.32554,-4.28086,-4.23843,0.0,0.8846,180.34,-772.0102923999999,10.7,34.6125
30,91.4,19.2,8.3,11.2,23.9,26.5,0.551,0.524,4,0.143,3.9,44.5,0.376598,0.960649,0.82908,0.3,4.1667,187.96,180.56358604,19.5,24.5195
33,108.1,21.2,2.7,8.1,17.5,15.8,0.83,0.461,27,0.329,4.2,25.5,1.72586,4.16102,4.88908,0.1212,6.4848,193.04,803.2433007999999,10.8,21.165
35,107.2,20.5,6.0,11.8,23.8,23.4,0.726,0.528,27,0.307,3.5,24.9,2.69889,8.33521,6.74022,0.5143,8.4571,190.5,1587.857505,17.8,18.077399999999997
26,96.0,18.8,0.8,8.5,23.3,24.0,0.683,0.429,32,0.372,2.4,35.6,0.507963,-2.72894,-3.63758,0.1034,8.0345,180.34,-492.13703960000004,9.3,24.3148
8,144.3,5.3,0.0,6.8,0.0,0.0,0.5,1.0,0,0.0,0.0,200.0,0.185993,-7.55522,-8.51953,0.0,0.375,185.42000000000002,-1400.8888924000003,6.8,100.0
33,97.1,16.5,16.1,17.9,5.8,19.4,0.429,0.412,2,0.286,1.0,34.1,0.179291,1.31319,-1.32528,0.0909,1.2121,203.2,266.840208,34.0,14.6289
3,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.426686,-5.02579,1.48348,0.0,0.0,195.58,-982.9440082,29.0,0.0
24,74.8,14.7,7.5,11.4,11.4,25.9,0.0,0.4,2,0.182,1.5,12.9,-0.327783,-5.43474,-6.12334,0.0,0.9167,193.04,-1049.1222096,18.9,0.0
24,67.6,13.0,4.9,15.8,2.4,28.5,0.571,0.346,0,0.0,1.1,26.9,-0.590797,-11.595,-11.334,0.0769,1.1538,208.28,-2415.0066,20.700000000000003,15.359899999999998
22,59.6,16.2,12.9,14.9,0.0,36.1,0.5,0.286,0,0.0,1.5,28.6,-0.663784,-10.7034,-10.0085,0.4091,0.6818,205.74,-2202.1175160000003,27.8,14.3
28,101.0,11.0,7.3,12.4,4.8,19.7,0.636,0.489,0,0.0,0.9,35.9,0.119653,0.744783,-1.07845,1.75,3.9643,205.74,153.23165442,19.7,22.8324
20,110.2,15.9,10.9,20.3,5.5,15.5,0.714,0.481,0,0.0,0.8,77.8,0.448708,-2.94867,-1.36177,0.1,2.05,203.2,-599.1697439999999,31.200000000000003,55.5492
31,103.0,21.8,1.7,16.1,19.2,20.0,0.736,0.475,36,0.404,2.8,21.5,1.39615,1.2104,1.55167,0.3125,9.4062,195.58,236.730032,17.8,15.824
22,85.0,20.2,5.0,7.3,10.6,15.0,0.375,0.385,20,0.256,0.7,8.8,-0.0467957,-8.34258,-8.18139,0.0,3.3182,193.04,-1610.4516431999998,12.3,3.3000000000000003
25,111.1,16.7,1.7,14.7,18.5,12.8,0.6,0.571,12,0.364,1.2,18.5,0.553408,-1.53794,-1.44512,0.0,2.64,193.04,-296.8839376,16.4,11.1
